"longitude","latitude","category","name",,
"-77.17199 "," 38.92412","Park",,,
"-77.17199 "," 38.92334","Park",,,
"-77.17185 "," 38.92495","Park",,,
"-77.17161 "," 38.92459","Park",,,
"-77.1716 "," 38.92344","Park",,,
"-77.1549 "," 38.92641","Park",,,
"-77.15486 "," 38.9264","Park",,,
"-77.04441 "," 38.93152","district_of_columbia_Lei",,,
"-77.15485 "," 38.92291","district_of_columbia_Lei",,,
"-77.15395 "," 38.93059","district_of_columbia_Lei",,,
"-77.15485 "," 38.92291","district_of_columbia_Lei",,,
"-77.1548 "," 38.92595","Park",,,
"-77.15475 "," 38.92573","Park",,,
"-77.1547 "," 38.92549","Park",,,
"-77.15465 "," 38.92522","Park",,,
"-77.1546 "," 38.92501","Park",,,
"-77.1546 "," 38.92633","Park",,,
"-77.15452 "," 38.9246","Park",,,
"-77.15451 "," 38.92458","Park",,,
"-77.1545 "," 38.9263","Park",,,
"-77.15417 "," 38.92621","Park",,,
"-77.15413 "," 38.92635","Park",,,
"-77.15412 "," 38.9262","Park",,,
"-77.15409 "," 38.92646","Park",,,
"-77.15406 "," 38.92645","Park",,,
"-77.15398 "," 38.92655","Park",,,
"-77.14552 "," 38.93167","district_of_columbia_Lei",,,
"-77.15395 "," 38.92291","district_of_columbia_Lei",,,
"-77.15394 "," 38.92664","Park",,,
"-77.15392 "," 38.92663","Park",,,
"-77.1539 "," 38.92662","Park",,,
"-77.15386 "," 38.92613","Park",,,
"-77.15354 "," 38.92605","Park",,,
"-77.15307 "," 38.92592","Park",,,
"-77.15264 "," 38.92406","Park",,,
"-77.15191 "," 38.9256","Park",,,
"-77.15191 "," 38.9256","Park",,,
"-77.15178 "," 38.92524","Park",,,
"-77.15166 "," 38.92553","Park",,,
"-77.15158 "," 38.92551","Park",,,
"-77.1458 "," 38.92872","Park","Marie Butler Leven Preserve",,
"-77.1458 "," 38.92298","Park",,,
"-77.14571 "," 38.92298","Park",,,
"-77.04441 "," 38.93066","district_of_columbia_Lei",,,
"-77.14552 "," 38.92291","district_of_columbia_Lei",,,
"-77.14549 "," 38.92295","Park",,,
"-77.14546 "," 38.92295","Park",,,
"-77.14543 "," 38.92294","Park",,,
"-77.14539 "," 38.92294","Park",,,
"-77.14536 "," 38.92294","Park",,,
"-77.14533 "," 38.92293","Park",,,
"-77.14529 "," 38.92293","Park",,,
"-77.14526 "," 38.92293","Park",,,
"-77.14523 "," 38.92292","Park",,,
"-77.14519 "," 38.92292","Park",,,
"-77.14516 "," 38.92292","Park",,,
"-77.14513 "," 38.92291","Park",,,
"-77.10525 "," 38.92511","Park","Palisades Recreation Center",,
"-77.10469 "," 38.92483","Park","Palisades Playground",,
"-77.09552 "," 38.92594","Park","Palisades Park",,
"-77.04441 "," 38.93106","district_of_columbia_Lei",,,
"-77.08969 "," 38.92291","district_of_columbia_Lei",,,
"-77.07302 "," 38.92872","Park","Garth Fountain",,
"-77.06191 "," 38.92872","Park","Orbit Sculpture",,
"-77.04893 "," 38.9303","Park","Giant Anteater Sculpture",,
"-77.0481 "," 38.9295","Picnic spot",,,
"-77.04751 "," 38.92949","Attraction","Frog Pond",,
"-77.04751 "," 38.93023","Attraction","Red-Bellied Turtle",,
"-77.04747 "," 38.92848","Attraction","Prairie dogs",,
"-77.04741 "," 38.93011","Attraction","Johnson's Crocodile",,
"-77.0471 "," 38.92997","Attraction","Butterfly Garden",,
"-77.04703 "," 38.92921","Park","Chapin Bear Cub Sculpture",,
"-77.04636 "," 38.929","Park","Kemeys Bear Cub Sculpture",,
"-77.04601 "," 38.92902","Attraction","Caracal",,
"-77.0458 "," 38.92928","Park","Wrestling Bears Sculpture",,
"-77.04512 "," 38.92881","Picnic spot",,,
"-77.04496 "," 38.92401","Playground","Walter Pierce Community Park",,
"-77.04494 "," 38.9278","Picnic spot",,,
"-77.04441 "," 39.11468","district_of_columbia_Lei",,,
"-77.23643 "," 38.93034","district_of_columbia_Lei",,,
"-77.17497 "," 38.96123","district_of_columbia_Lei",,,
"-77.23643 "," 38.93034","district_of_columbia_Lei",,,
"-77.23398 "," 38.9306","Fountain",,,
"-77.23397 "," 38.93088","Fountain",,,
"-77.23352 "," 38.93034","Fountain",,,
"-77.22942 "," 38.94039","Park","Spring Hill District Park",,
"-77.2258 "," 38.93594","Park","McLean Hamlet Park",,
"-77.22247 "," 38.94428","Park","McLean Hunt Park",,
"-77.22247 "," 38.94872","Park","Bull Neck Stream Valley Park",,
"-77.21219 "," 38.94622","Park","Timberly Park",,
"-77.19747 "," 38.93567","Park","McLean Knolls Park",,
"-77.1908 "," 38.94928","Park","Churchill Road Park",,
"-77.18608 "," 38.93983","Park","McLean Central Park",,
"-77.1833 "," 38.94456","Park","Dead Run Park",,
"-77.17531 "," 38.93039","Park",,,
"-77.1753 "," 38.93036","Park",,,
"-77.17498 "," 38.93049","Park",,,
"-77.08525 "," 38.96121","district_of_columbia_Lei",,,
"-77.17497 "," 38.93034","district_of_columbia_Lei",,,
"-77.16191 "," 38.96039","Park","Langley Oaks Park",,
"-77.16164 "," 38.93261","Park","Pimmit Bend Park",,
"-77.1561 "," 38.94518","Park","Clemenjontri Park",,
"-77.15499 "," 38.95194","Park","Claude Moore Colonial Farm",,
"-77.15247 "," 38.94733","Park","Langley Fork Park",,
"-77.15164 "," 38.96261","Park","Turkey Run Park",,
"-77.1483 "," 38.93317","Park","Potomac Hills Park",,
"-77.12552 "," 38.934","Park","Fort Marcy Park",,
"-77.11191 "," 38.93428","Park","International Athletic Park (historical)",,
"-77.10664 "," 38.94178","Park","Dalecarlia Reservoir Grounds",,
"-77.10358 "," 38.94317","Park","Dalecarlia Parkway",,
"-77.09858 "," 38.93733","Park","Spring Valley Park",,
"-77.09525 "," 38.93039","Park","Battery Kemble Park",,
"-77.09136 "," 38.95539","Park","Fort Bayard Park",,
"-77.08599 "," 38.96213","Fountain",,,
"-77.08525 "," 39.11573","district_of_columbia_Lei",,,
"-77.23643 "," 38.96264","district_of_columbia_Lei",,,
"-77.19852 "," 38.96264","Park","Scott's Run Nature Preserve",,
"-77.08642 "," 38.96325","Fountain",,,
"-77.13969 "," 38.96789","Park","Glen Echo Park",,
"-77.10025 "," 38.97094","Park","Little Falls Park",,
"-77.14405 "," 38.97538","Nature reserve","Scott's Run Waterfall",,
"-77.09415 "," 38.9755","Park","Norwood Recreational Center",,
"-77.16608 "," 38.97733","Park","Carderock Park",,
"-77.09174 "," 38.97841","Cinema",,,
"-77.16275 "," 38.97928","Park","Seven Locks Park",,
"-77.16386 "," 38.98039","Playground",,,
"-77.09529 "," 38.98159","Cinema","Bethesda Row",,
"-77.09485 "," 38.98184","Playground",,,
"-77.09146 "," 38.98278","Playground",,,
"-77.09462 "," 38.98465","Fountain",,,
"-77.09348 "," 38.98503","Fountain",,,
"-77.09242 "," 38.98513","Theater","Round House Theatre",,
"-77.08525 "," 39.11569","district_of_columbia_Lei",,,
"-77.23643 "," 38.98731","district_of_columbia_Lei",,,
"-77.09623 "," 38.98841","Fountain",,,
"-77.09975 "," 38.98994","Theater","Imagination Stage",,
"-77.16969 "," 39.00067","Park","Cabin John Creek Stream Valley Park",,
"-77.13775 "," 39.00233","Park","Bradley Hills Park",,
"-77.11802 "," 39.00372","Park","Ayrlawn Park",,
"-77.18355 "," 39.00673","Theater","Parthenon Concert Hall",,
"-77.13802 "," 39.01011","Park","Fernwood Park",,
"-77.12997 "," 39.01067","Park","Wyngate Woods Park",,
"-77.11108 "," 39.01872","Park","Fleming Park",,
"-77.13802 "," 39.02011","Park","Greentree Park",,
"-77.16303 "," 39.02622","Theater","Heights Playhouse",,
"-77.14886 "," 39.034","Park","Cabin John Regional Park",,
"-77.09525 "," 39.03983","Park","Waverly Park",,
"-77.1383 "," 39.04316","Park","Tilden Park",,
"-77.11941 "," 39.04539","Park","Wall Park",,
"-77.12747 "," 39.04594","Park","Luxmanor Park",,
"-77.04441 "," 39.11506","district_of_columbia_Lei",,,
"-77.08525 "," 38.93034","district_of_columbia_Lei",,,
"-77.05886 "," 38.9585","district_of_columbia_Lei",,,
"-77.08525 "," 38.93034","district_of_columbia_Lei",,,
"-77.07899 "," 38.9473","Park","Grant Road Historic District",,
"-77.07779 "," 38.9502","Park","Wilson Pool",,
"-77.07663 "," 38.9515","Park","Fort Reno Park",,
"-77.07608 "," 38.93483","Park","McLean Playground",,
"-77.07163 "," 38.939","Park","Hearst Playground",,
"-77.07025 "," 38.93039","Park","All Hallows Guild Traveling Carousel",,
"-77.06969 "," 38.94067","Park","Hearst Recreation Center",,
"-77.06913 "," 38.95372","Park","Peter Muhlenberg Memorial",,
"-77.06719 "," 38.93372","Park","Macomb Playground",,
"-77.06691 "," 38.93372","Park","Macomb Recreation Center",,
"-77.06469 "," 38.95011","Park","Forest Hills Playground",,
"-77.06413 "," 38.95539","Park","Linnean Playground",,
"-77.0608 "," 38.939","Park","Sedgwick Garden Architectural Sculpture",,
"-77.05997 "," 38.93206","Park","Klingle Valley Park",,
"-77.05969 "," 38.93233","Park","The Causeway",,
"-77.04441 "," 38.96049","district_of_columbia_Lei",,,
"-77.05886 "," 38.93034","district_of_columbia_Lei",,,
"-77.0583 "," 38.93039","Park","Woodley Park",,
"-77.0583 "," 38.93956","Park","Melvin C Hazen Park",,
"-77.05428 "," 38.93157","Attraction","Speke's Gazelle",,
"-77.05416 "," 38.95889","Picnic spot",,,
"-77.05411 "," 38.93101","Attraction","Cheetah",,
"-77.05408 "," 38.93185","Attraction","Dama Gazelle",,
"-77.05408 "," 38.9589","Picnic spot",,,
"-77.05388 "," 38.93199","Attraction","Scimitar-Horned Oryx",,
"-77.05341 "," 38.93188","Attraction","Maned Wolf",,
"-77.05318 "," 38.93166","Attraction","Emu",,
"-77.053 "," 38.93129","Attraction","Grevy's Zebra",,
"-77.053 "," 38.93161","Attraction","Tammar Wallaby",,
"-77.05164 "," 38.93928","Park","Jules Jusserand Memorial",,
"-77.04883 "," 38.93074","Attraction","Collard Peccary",,
"-77.04862 "," 38.93067","Attraction","Red Panda",,
"-77.04636 "," 38.93428","Park","Rosemount Park (historical)",,
"-77.04441 "," 39.11604","district_of_columbia_Lei",,,
"-77.08525 "," 38.95892","district_of_columbia_Lei",,,
"-77.05425 "," 38.95892","Picnic spot",,,
"-77.05858 "," 38.96178","Park","Francis G Newlands Park",,
"-77.04564 "," 38.96334","Picnic spot",,,
"-77.08052 "," 38.96344","Playground","Chevy Chase Playground",,
"-77.07497 "," 38.96372","Theater","Chevy Chase Theater",,
"-77.07525 "," 38.96511","Park","Chevy Chase Community Center",,
"-77.07612 "," 38.96529","Theater","Avalon Theatre",,
"-77.04716 "," 38.96687","Picnic spot",,,
"-77.07714 "," 38.96761","Park","Senator Francis Newlands Statue",,
"-77.06636 "," 38.96789","Park","Lafayette Recreation Center",,
"-77.04636 "," 38.97205","Park","Rock Creek Park",,
"-77.05886 "," 38.97844","Park","Pinehurst Parkway",,
"-77.05648 "," 39.01209","Fountain",,,
"-77.05574 "," 39.0149","Attraction","Forest Glen Railroad Station",,
"-77.06559 "," 39.01498","Fountain",,,
"-77.05497 "," 39.02067","Park","Capital View Park",,
"-77.04441 "," 39.11539","district_of_columbia_Lei",,,
"-77.08525 "," 39.02761","district_of_columbia_Lei",,,
"-77.06886 "," 39.0315","Park","Saint Paul Park",,
"-77.07966 "," 39.03212","Playground",,,
"-77.07957 "," 39.03226","Picnic spot",,,
"-77.06858 "," 39.034","Park","Kensington Heights Park",,
"-77.06858 "," 39.04011","Park","Newport Mill Park",,
"-77.06302 "," 39.0415","Park","Pleasant View Park",,
"-77.07663 "," 39.044","Park","Connecticut Avenue Park",,
"-77.07886 "," 39.05622","Theater","Roundhouse Theater Company",,
"-77.04469 "," 39.06455","Park","Saddlebrook Park",,
"-77.04719 "," 39.06733","Park","Glenfield Park",,
"-77.06913 "," 39.0715","Park","Valleywood Park",,
"-77.0583 "," 39.074","Park","Georgian Forest Park",,
"-77.05358 "," 39.08178","Park","Bel Pre Park",,
"-77.06719 "," 39.0865","Park","Strathmore Park",,
"-77.05636 "," 39.09178","Park","YMCA Silver Spring Community Branch Park",,
"-77.06789 "," 39.092","Park","Aquarius Park",,
"-76.77253 "," 39.11504","district_of_columbia_Lei",,,
"-77.04441 "," 38.71095","district_of_columbia_Lei",,,
"-77.00829 "," 38.89783","district_of_columbia_Lei",,,
"-77.04441 "," 38.71095","district_of_columbia_Lei",,,
"-77.00829 "," 38.88503","district_of_columbia_Lei",,,
"-77.04441 "," 38.71095","district_of_columbia_Lei",,,
"-77.02913 "," 38.71095","Park","Fort Washington National Park",,
"-77.04309 "," 38.7304","Park","Collingwood Picnic Area",,
"-77.01219 "," 38.73178","Park","Tantallon North Neighborhood Park",,
"-77.01052 "," 38.73956","Park","Riverview Recreation Center",,
"-77.01858 "," 38.7415","Park","Potomac River Waterfront Park",,
"-77.02886 "," 38.76789","Park","Fort Foote Park",,
"-77.04052 "," 38.79037","Attraction","Southern cornerstone",,
"-77.01024 "," 38.79122","Park","Potomac Vista Recreation Area",,
"-77.01121 "," 38.79156","Park","Betty Blume Park",,
"-77.04136 "," 38.79345","Park","Jones Point Park",,
"-77.04191 "," 38.79928","Park","Marina Park",,
"-77.03941 "," 38.80345","Park","Waterfront Park",,
"-77.04301 "," 38.8049","Fountain","Market Square",,
"-77.03941 "," 38.81122","Park","Founders Park",,
"-77.01024 "," 38.81872","Park","Bald Eagle Recreation Center",,
"-77.01441 "," 38.82734","Park","Fort Greble Recreation Center",,
"-77.00829 "," 38.88622","district_of_columbia_Lei",,,
"-77.04441 "," 38.82778","district_of_columbia_Lei",,,
"-77.02426 "," 38.8342","Mooring line","Bolling Air Force Base Marina",,
"-77.00913 "," 38.83706","Park","Shepherd Parkway",,
"-77.01926 "," 38.84333","Picnic spot",,,
"-77.0233 "," 38.86039","Park","Adam Sculpture",,
"-77.02317 "," 38.86049","Playground",,,
"-77.04259 "," 38.8666","Park","Roaches Run Waterfowl Sanctuary",,
"-77.02158 "," 38.87574","Mooring line","The Capital Elite",,
"-77.02184 "," 38.87585","Attraction","Spirit of Mt. Vernon",,
"-77.02178 "," 38.87603","Attraction","Spirit of Washington",,
"-77.02189 "," 38.87617","Attraction","Odyssey Cruises",,
"-77.03774 "," 38.87817","Park","Cuban American Friendship Urn",,
"-77.03886 "," 38.87983","Park","Fountain Four",,
"-77.04358 "," 38.88178","Park","Air Mail Marker",,
"-77.03469 "," 38.88178","Beach","Bathing Beach",,
"-77.04247 "," 38.88289","Park","Franklin Delano Roosevelt Memorial",,
"-77.00829 "," 38.89057","district_of_columbia_Lei",,,
"-77.04441 "," 38.88483","district_of_columbia_Lei",,,
"-77.04387 "," 38.88641","Park","Martin Luther King Junior Memorial",,
"-77.04052 "," 38.88678","Park","Japanese Lantern",,
"-77.03943 "," 38.88833","Park","Commodore John Paul Jones Memorial",,
"-77.03636 "," 38.88983","Park","Jefferson Pier Marker",,
"-77.03413 "," 38.88845","Theater","Sylvan Theatre",,
"-77.03136 "," 38.89095","Park","The Gwenfritz Sculpture",,
"-77.03024 "," 38.89039","Park","Infinity Sculpture",,
"-77.0266 "," 38.88839","Park","Enid A Haupt Garden",,
"-77.02608 "," 38.889","Park","Colombian Legation Building",,
"-77.0258 "," 38.89039","Park","Uncle Beazley Sculpture",,
"-77.02552 "," 38.88872","Park","Andrew Jackson Downing Urn",,
"-77.0236 "," 38.88814","Park","Mary Livingston Ripley Garden",,
"-77.02311 "," 38.88818","Picnic spot",,,
"-77.02303 "," 38.88888","Picnic spot",,,
"-77.02294 "," 38.88818","Fountain",,,
"-77.02283 "," 38.88888","Picnic spot",,,
"-77.00829 "," 38.89144","district_of_columbia_Lei",,,
"-77.02163 "," 38.88483","district_of_columbia_Lei",,,
"-77.0208 "," 38.88983","Park","Henry Park",,
"-77.01945 "," 38.88835","Theater","Lockheed Martin IMAX Theater",,
"-77.0183 "," 38.88983","Park","West Seaton Park",,
"-77.01636 "," 38.88983","Park","East Seaton Park",,
"-77.01441 "," 38.88956","Park","Union Square",,
"-77.01284 "," 38.88807","Park","Botanic Gardens (historical)",,
"-77.01274 "," 38.88956","Park","James Abram Garfield Memorial",,
"-77.01264 "," 38.88711","Park","Bartholdi Fountain",,
"-77.01247 "," 38.89067","Park","Peace Monument",,
"-77.01232 "," 38.89061","Park","President Ulysses S Grant Memorial",,
"-77.01219 "," 38.889","Park","President James Garfield Memorial",,
"-77.01156 "," 38.88786","Park","The Spirit of Justice Park",,
"-77.01136 "," 38.89011","Park","Flamingo Fountain",,
"-77.01075 "," 38.88736","Park","The Majesty of Law Sculpture",,
"-77.00985 "," 38.88557","Park","House West Fountain",,
"-77.00886 "," 38.88483","Park","House East Fountain",,
"-77.00829 "," 38.89763","district_of_columbia_Lei",,,
"-77.04441 "," 38.89095","district_of_columbia_Lei",,,
"-77.03386 "," 38.89863","district_of_columbia_Lei",,,
"-77.04441 "," 38.89095","district_of_columbia_Lei",,,
"-77.04163 "," 38.89317","Park","General Simon Bolivar Statue",,
"-77.04108 "," 38.89261","Park","Ruben Dario Sculpture",,
"-77.0408 "," 38.89261","Park","Aztec Fountain",,
"-77.0408 "," 38.89345","Park","Jose Cecilio del Valle Statue",,
"-77.0408 "," 38.89511","Park","Jane A Delano and the Nurses Who Died in Service in World War I Memorial",,
"-77.04052 "," 38.89317","Park","Del Vaell Jose Cecilo Memorial",,
"-77.03869 "," 38.89615","Park","First Division Monument",,
"-77.03774 "," 38.89261","Park","Second Division Memorial",,
"-77.03719 "," 38.89539","Park","Butt-Millet Memorial",,
"-77.03663 "," 38.89595","Park","Presidents Park",,
"-77.03656 "," 38.89182","Park","German-American Friendship Garden",,
"-77.03636 "," 38.89261","Park","Haupt Fountains",,
"-77.03628 "," 38.89488","Park","National Christmas Tree",,
"-77.03524 "," 38.89789","Park","East Executive Park",,
"-77.03441 "," 38.8965","Park","General William Tecumseh Sherman Monument",,
"-77.02555 "," 38.89906","district_of_columbia_Lei",,,
"-77.03386 "," 38.89095","district_of_columbia_Lei",,,
"-77.03358 "," 38.894","Park","Original Patentees of District of Columbia Memorial",,
"-77.03358 "," 38.89761","Park","Liberty Bell Memorial",,
"-77.0333 "," 38.89622","Park","Settlers of the District of Columbia Memorial",,
"-77.03302 "," 38.89622","Park","Bald Eagle Memorial",,
"-77.03274 "," 38.89595","Park","Jean Monnet Plaque",,
"-77.03274 "," 38.89595","Park","Reserve Officers Memorial",,
"-77.03165 "," 38.89388","Park","Oscar S Straus Memorial Fountain",,
"-77.03159 "," 38.89583","Fountain","Fountain",,
"-77.03049 "," 38.89635","Theater","National Theatre",,
"-77.02997 "," 38.89261","Theater","Departmental Auditorium",,
"-77.02969 "," 38.89261","Theater","Andrew W Mellon Auditorium",,
"-77.02934 "," 38.89651","Theater","Warner Theatre",,
"-77.02735 "," 38.89588","Cinema","E Street Cinema",,
"-77.02653 "," 38.89627","Cinema","Landmark E Street Cinema",,
"-77.02608 "," 38.89428","Park","English Renaissance Sculpture",,
"-77.00829 "," 38.89684","district_of_columbia_Lei",,,
"-77.02555 "," 38.89095","district_of_columbia_Lei",,,
"-77.02555 "," 38.89222","Park","Captain Nathan Hale Sculpture",,
"-77.02552 "," 38.8965","Park","Ford's Theatre National Historic Site",,
"-77.0249 "," 38.89805","Theater","Mead Theatre Lab",,
"-77.02477 "," 38.89334","Park","Robert Francis Kennedy Memorial",,
"-77.02429 "," 38.89812","Recreation ground","YWCA",,
"-77.02413 "," 38.89261","Park","Heritage Statue",,
"-77.02358 "," 38.89317","Park","Franklin Delano Roosevelt Memorial",,
"-77.02358 "," 38.89317","Park","Past Sculpture",,
"-77.02293 "," 38.8913","Park","National Sculpture Garden and Ice Rink",,
"-77.02247 "," 38.89261","Park","Guardianship Sculpture",,
"-77.02212 "," 38.89573","Theater","Shakespeare Theater",,
"-77.02191 "," 38.89372","Park","Dr Benjamin Stephenson Grand Army of the Republic Memorial",,
"-77.02163 "," 38.89345","Park","Temperance Fountain Sculpture",,
"-77.02152 "," 38.89498","Theater","Woolly Mammoth Theatre Company",,
"-77.02136 "," 38.89372","Park","Grand Army of the Republic Memorial",,
"-77.02136 "," 38.894","Park","Cogswell Temperance Fountain Memorial",,
"-77.00829 "," 38.89912","district_of_columbia_Lei",,,
"-77.02108 "," 38.89095","district_of_columbia_Lei",,,
"-77.0195 "," 38.8923","Fountain","Mellon Fountain",,
"-77.01886 "," 38.89206","Park","Man Controlling Trade Sculpture",,
"-77.0183 "," 38.89539","Park","Joseph Darlington Fountain",,
"-77.01755 "," 38.89303","Park","John Marshall Place Park",,
"-77.01747 "," 38.89567","Park","Washington Area Law Enforcement Officers Memorial",,
"-77.01691 "," 38.89622","Park","Judiciary Square",,
"-77.01663 "," 38.89622","Park","National Law Enforcement Officers Memorial",,
"-77.01636 "," 38.89233","Park","General Meade Statue",,
"-77.01221 "," 38.89861","Park","Victims of Communism Memorial",,
"-77.01108 "," 38.89289","Park","Robert A Taft Memorial and Carillon",,
"-77.0108 "," 38.894","Park","Acacia Griffins Sculpture",,
"-77.01024 "," 38.89095","Park","Spring Grotto",,
"-77.00997 "," 38.89456","Park","Japanese American Memorial",,
"-77.00941 "," 38.89345","Park","Union Station Plaza",,
"-77.00886 "," 38.894","Park","Plaza Fountain",,
"-77.00886 "," 38.89456","Park","Senate Terrace Fountain",,
"-76.77253 "," 38.89712","district_of_columbia_Lei",,,
"-77.00829 "," 38.71095","district_of_columbia_Lei",,,
"-76.97441 "," 38.87991","district_of_columbia_Lei",,,
"-77.00829 "," 38.71095","district_of_columbia_Lei",,,
"-77.00274 "," 38.72012","Park","Potomac Landing Park",,
"-76.99413 "," 38.72206","Park","Tantallon Park",,
"-76.99635 "," 38.73456","Park","Franklin Square Park",,
"-77.0033 "," 38.7465","Park","National Capital Parks-East",,
"-76.97746 "," 38.76289","Park","Hunters Mill Recreation Area",,
"-76.97858 "," 38.83011","Park","Barnaby Run Park",,
"-76.99532 "," 38.83224","Park","Ferebee-Hope Recreation Center",,
"-76.99889 "," 38.8367","Park","Oxon Run Pool",,
"-76.99546 "," 38.83818","Park","Southeast Tennis and Learning Center",,
"-76.9858 "," 38.839","Park","Oxon Run Parkway",,
"-77.00135 "," 38.83984","Park","Ballou Recreation Center",,
"-76.99691 "," 38.84206","Park","Congress Heights Recreation Center",,
"-76.99469 "," 38.84206","Park","Mary Church Terrell Recreation Center",,
"-76.99635 "," 38.84234","Park","Congress Heights Playground",,
"-76.98552 "," 38.84511","Park","Malcolm X Recreation Center",,
"-76.98052 "," 38.84928","Park","Turner Playground",,
"-76.97441 "," 38.88","district_of_columbia_Lei",,,
"-77.00829 "," 38.85276","district_of_columbia_Lei",,,
"-76.98497 "," 38.85706","Park","Wilkinson Recreation Center",,
"-76.97885 "," 38.85761","Park","Fort Stanton Recreation Center",,
"-76.97797 "," 38.85769","Park","Fort Stanton Pool",,
"-76.97691 "," 38.86011","Park","Fort Stanton Park",,
"-76.99593 "," 38.86061","Park","Berry Farms Recreation Center",,
"-76.97747 "," 38.86067","Park","Douglass Recreation Center",,
"-76.98524 "," 38.86317","Park","Douglass Memorial Home",,
"-76.97858 "," 38.86345","Park","Avalon Playground",,
"-76.98358 "," 38.8665","Park","Ketcham Recreation Center",,
"-76.98191 "," 38.86817","Park","Neighborhood Park",,
"-76.98802 "," 38.86983","Park","Fairlawn Recreation Center (historical)",,
"-76.98274 "," 38.87206","Park","Anacostia Recreation Center",,
"-76.97534 "," 38.87218","Park","Orr Recreation Center",,
"-76.98441 "," 38.87233","Park","Anacostia Park Section D",,
"-76.98309 "," 38.8726","Park","Anacostia Fitness Center",,
"-76.97441 "," 38.8982","district_of_columbia_Lei",,,
"-77.00829 "," 38.88011","district_of_columbia_Lei",,,
"-77.00829 "," 38.88556","Park","House East Fountain",,
"-77.00663 "," 38.88983","Park","East Front Fountains",,
"-77.00656 "," 38.8964","Fountain",,,
"-77.00636 "," 38.89622","Park","Christopher Columbus Memorial Fountain",,
"-77.00636 "," 38.89678","Park","American Legion Freedom Bell",,
"-77.00608 "," 38.89095","Park","Garfield Monument",,
"-77.0058 "," 38.88983","Park","Authority of Law Sculpture",,
"-77.00552 "," 38.88872","Park","The Court of Neptune Fountain Sculpture",,
"-77.00524 "," 38.889","Park","The Court of Neptune",,
"-77.00524 "," 38.889","Park","Torch of Learning Sculpture",,
"-77.00497 "," 38.89095","Park","The Contemplation of Justice Sculpture",,
"-77.00469 "," 38.8815","Park","Garfield Park",,
"-77.00302 "," 38.89233","Park","Veterans of Foreign Wars Memorial",,
"-77.00302 "," 38.89761","Park","Scenes From Shakespeare Sculpture",,
"-77.00274 "," 38.88456","Park","Folger Park",,
"-77.00274 "," 38.89761","Park","Puck Fountain",,
"-76.97441 "," 38.89761","district_of_columbia_Lei",,,
"-77.00219 "," 38.88011","district_of_columbia_Lei",,,
"-76.99941 "," 38.88289","Park","Marion Park",,
"-76.99941 "," 38.88595","Park","Seward Square",,
"-76.99699 "," 38.8866","Park","William H Rumsey Aquatic Facility",,
"-76.9933 "," 38.89817","Park","Sherwood Playground",,
"-76.99274 "," 38.89872","Park","Sherwood Recreation Center",,
"-76.99122 "," 38.89717","Playground",,,
"-76.99024 "," 38.88011","Park","Potomac Gardens Recreation Center",,
"-76.99021 "," 38.88982","Park","Emancipation Monument",,
"-76.98997 "," 38.88983","Park","Lincoln Park",,
"-76.98969 "," 38.88317","Park","Watkins Recreation Center",,
"-76.98858 "," 38.89289","Park","Maury Recreation Center",,
"-76.98413 "," 38.88511","Park","Payne Recreation Center",,
"-76.98358 "," 38.88539","Park","Payne Playground",,
"-76.97941 "," 38.89761","Park","Rosedale Recreation Center",,
"-76.97913 "," 38.89372","Park","Eliot Recreation Center",,
"-76.97885 "," 38.89706","Park","Rosedale Playground",,
"-76.77253 "," 38.89706","district_of_columbia_Lei",,,
"-76.97441 "," 38.71095","district_of_columbia_Lei",,,
"-76.93463 "," 38.87735","district_of_columbia_Lei",,,
"-76.97441 "," 38.71095","district_of_columbia_Lei",,,
"-76.97052 "," 38.7315","Park","Valley View Community Park",,
"-76.95385 "," 38.81761","Park","Temple Hills Recreation Center",,
"-76.97441 "," 38.81845","Park","Owens Road Park",,
"-76.96691 "," 38.82456","Park","North Barnaby Recreation Area",,
"-76.97024 "," 38.82845","Park","Hillcrest Park",,
"-76.94635 "," 38.834","Park","Marlow Heights Park",,
"-76.97258 "," 38.85812","Park","Woodland Terrace Recreation Center",,
"-76.96272 "," 38.85891","Park","Hillcrest Recreation Center",,
"-76.96552 "," 38.86456","Park","Alger Park",,
"-76.94913 "," 38.86845","Park","Fort Davis Park",,
"-76.95385 "," 38.87289","Park","Pope Branch Park",,
"-76.9708 "," 38.87372","Park","L'Enfant Square",,
"-76.97052 "," 38.874","Park","Twining Square",,
"-76.94052 "," 38.87595","Park","Ridge Recreation Center",,
"-76.94014 "," 38.87622","Park","Fort Dupont Pool",,
"-76.93463 "," 38.8967","district_of_columbia_Lei",,,
"-76.97441 "," 38.87706","district_of_columbia_Lei",,,
"-76.9508 "," 38.87733","Park","Fort Dupont Playground",,
"-76.95024 "," 38.87733","Park","Fort Dupont Park",,
"-76.96913 "," 38.87817","Park","Anacostia Park",,
"-76.93663 "," 38.87872","Park","Benning Terrace Recreation Center",,
"-76.96913 "," 38.87928","Park","Anacostia Park Section E",,
"-76.95663 "," 38.88039","Theater","Fort Dupont Summer Theater",,
"-76.93857 "," 38.88099","Park","Benning Terrace Community Center",,
"-76.94941 "," 38.88233","Park","Fort Dupont Park Skating Rink",,
"-76.95535 "," 38.88323","Park","Kimball Playground",,
"-76.9358 "," 38.88622","Park","Fletcher-Johnson Recreation Center",,
"-76.94813 "," 38.88877","Park","Benning Stoddert Recreation Center",,
