om,year,month,day,date,time,timezone,state,st_fips,state_num,fscale,injuries,fatalities,property_loss,crop_loss,start_lat,start_lon,end_lat,end_lon,length,width,ns,sn,sg,cfips1,cfips2,cfips3,cfips4
687,2010,6,17,6/17/2010,17:05:00,3,MN,27,28,0,0,0,0,0,43.5097,-93.8644,43.5184,-93.85,0.94,30,1,1,1,43,0,0,0
688,2010,6,17,6/17/2010,17:06:00,3,MN,27,29,0,0,0,0,0,48.09,-96.71,48.1234,-96.72,2,75,1,1,1,119,0,0,0
689,2010,6,17,6/17/2010,17:10:00,3,MN,27,30,0,0,0,0,0,43.5253,-93.8356,43.5298,-93.8305,0.4,30,1,1,1,43,0,0,0
690,2010,6,17,6/17/2010,17:13:00,3,MN,27,31,2,0,0,0,0,43.5129,-93.7331,43.5334,-93.7261,1.46,50,1,1,1,43,0,0,0
691,2010,6,17,6/17/2010,17:15:00,3,MN,27,32,3,2,1,0,0,47.64,-96.18,47.8522,-96.0703,15,150,1,1,1,119,125,0,0
692,2010,6,17,6/17/2010,17:16:00,3,MN,27,33,2,0,0,0,0,43.5314,-93.7229,43.5638,-93.6983,2.5,50,1,1,1,43,0,0,0
693,2010,6,17,6/17/2010,17:16:00,3,MN,27,34,1,1,0,0,0,47.93,-96.38,47.9577,-96.3502,2,50,1,1,1,125,0,0,0
694,2010,6,17,6/17/2010,17:23:00,3,MN,27,35,0,0,0,0,0,43.5365,-93.6631,43.5381,-93.6583,0.26,50,1,1,1,43,0,0,0
695,2010,6,17,6/17/2010,17:26:00,3,MN,27,36,1,0,0,0,0,48.27,-96.64,48.3637,-96.5368,7,200,1,1,1,89,0,0,0
696,2010,6,17,6/17/2010,17:28:00,3,MN,27,37,1,0,0,0,0,43.5692,-93.6512,43.5754,-93.6435,0.58,50,1,1,1,43,47,0,0
697,2010,6,17,6/17/2010,17:33:00,3,MN,27,38,4,14,1,0,0,43.5755,-93.6404,43.8037,-93.5181,16.91,1760,1,1,1,47,0,0,0
698,2010,6,17,6/17/2010,17:55:00,3,MN,27,39,1,0,0,0,0,43.6607,-93.4748,43.6723,-93.4607,1.07,100,1,1,1,47,0,0,0
699,2010,6,17,6/17/2010,18:05:00,3,MN,27,40,3,0,0,0,0,43.702,-93.4188,43.9435,-93.3757,18.15,1320,1,1,1,47,147,0,0
700,2010,6,17,6/17/2010,18:15:00,3,MN,27,41,1,0,0,0,0,43.7634,-93.3179,43.9296,-93.2286,12.59,600,1,1,1,47,147,0,0
701,2010,6,17,6/17/2010,18:42:00,3,MN,27,43,1,0,0,0,0,43.6987,-93.2945,43.7567,-93.2367,4.94,220,1,1,1,47,0,0,0
702,2010,6,17,6/17/2010,18:47:00,3,MN,27,44,3,0,0,0,0,43.7567,-93.2367,43.8239,-93.1651,5.01,600,1,1,1,47,0,0,0
703,2010,6,17,6/17/2010,19:03:00,3,MN,27,45,1,0,0,0,0,43.8103,-93.1627,43.8385,-93.1442,2.16,220,1,1,1,47,0,0,0
704,2010,6,17,6/17/2010,19:05:00,3,MN,27,46,0,0,0,0,0,46.9134,-93.5919,46.9154,-93.5775,0.69,25,1,1,1,1,0,0,0
705,2010,6,17,6/17/2010,19:10:00,3,MN,27,47,3,0,0,0,0,43.8588,-93.1273,43.9123,-93.0824,4.32,440,1,1,1,147,0,0,0
706,2010,6,17,6/17/2010,19:25:00,3,MN,27,48,2,1,0,0.03,0,43.8947,-93.0903,43.9246,-92.9661,6.61,100,1,1,1,147,39,0,0
707,2010,6,17,6/17/2010,19:27:00,3,MN,27,49,0,0,0,0,0.002,43.8965,-93.0529,43.9703,-93.013,5.49,50,1,1,1,147,39,0,0
708,2010,6,17,6/17/2010,19:44:00,3,MN,27,50,2,2,0,0.283,0,45.7277,-92.8743,45.7977,-92.7683,7.05,400,2,1,2,25,115,0,0
708,2010,6,17,6/17/2010,20:01:00,3,WI,55,6,1,0,0,0.01,0,45.7977,-92.7683,45.8023,-92.7538,0.77,300,2,1,2,13,0,0,0
709,2010,6,17,6/17/2010,20:03:00,3,MN,27,51,1,0,0,1.9,0,44.0649,-92.5395,44.0802,-92.4966,2.38,150,1,1,1,109,0,0,0
710,2010,6,17,6/17/2010,20:05:00,3,WI,55,7,0,0,0,0,0,45.806,-92.752,45.81,-92.749,0.31,200,1,1,1,13,0,0,0
711,2010,6,17,6/17/2010,20:57:00,3,WI,55,8,1,0,0,0.008,0,44.32,-91.79,44.3193,-91.7438,2.28,25,1,1,1,11,0,0,0
712,2010,6,18,6/18/2010,14:54:00,3,FL,12,13,0,0,0,0,0,27.65,-80.5623,27.65,-80.5623,0.02,10,1,1,1,61,0,0,0
713,2010,6,18,6/18/2010,15:55:00,3,IA,19,11,0,0,0,0,0,41.3179,-93.8068,41.3211,-93.7961,0.59,25,1,1,1,121,0,0,0
714,2010,6,19,6/19/2010,17:30:00,3,KS,20,68,1,0,0,0,0,39.6684,-97.9971,39.6603,-97.9691,2.1,350,1,1,1,89,0,0,0
715,2010,6,20,6/20/2010,14:25:00,3,KS,20,69,0,0,0,0,0,38.5117,-101.127,38.5176,-101.113,0.87,100,1,1,1,171,0,0,0
716,2010,6,20,6/20/2010,14:43:00,3,KS,20,70,0,0,0,0,0,38.4958,-101.129,38.4931,-101.12,0.49,100,1,1,1,171,0,0,0
717,2010,6,20,6/20/2010,15:55:00,3,FL,12,14,0,0,0,0,0,29.7495,-81.5563,29.7989,-81.5625,3.43,10,1,1,1,107,0,0,0
718,2010,6,20,6/20/2010,16:24:00,3,MT,30,4,2,0,0,0,0,45.81,-108.48,45.8,-108.48,0.69,120,1,1,1,111,0,0,0
719,2010,6,20,6/20/2010,16:26:00,3,WY,56,12,0,0,0,0,0,41.7295,-104.803,41.7002,-104.669,7.19,100,1,1,1,31,0,0,0
720,2010,6,20,6/20/2010,17:20:00,3,WY,56,13,0,0,0,0,0,43.1469,-105.545,43.1469,-105.545,0.25,25,1,1,1,9,0,0,0
721,2010,6,20,6/20/2010,17:57:00,3,SD,46,23,0,0,0,0.002,0,43.9969,-102.248,43.9969,-102.246,0.05,20,1,1,1,103,0,0,0
722,2010,6,20,6/20/2010,18:20:00,3,KS,20,71,0,0,0,0,0,39.7866,-98.412,39.7866,-98.412,0.1,20,1,1,1,89,0,0,0
723,2010,6,20,6/20/2010,18:50:00,3,NE,31,25,2,0,0,0,0,40.0238,-98.0802,40.018,-98.0532,1.49,1300,1,1,1,129,0,0,0
724,2010,6,21,6/21/2010,13:37:00,3,ND,38,30,0,0,0,0,0,48.44,-97.21,48.45,-97.16,2.39,75,1,1,1,99,0,0,0
725,2010,6,21,6/21/2010,13:49:00,3,MN,27,52,0,0,0,0,0,48.46,-97.1,48.5,-96.9,9.57,75,1,1,1,89,0,0,0
726,2010,6,21,6/21/2010,14:55:00,3,ND,38,31,0,0,0,0,0,47.77,-97.69,47.7402,-97.5548,7,100,1,1,1,35,0,0,0
727,2010,6,21,6/21/2010,14:59:00,3,MN,27,53,0,0,0,0,0,48.43,-96.69,48.4398,-96.6454,2.15,100,1,1,1,89,0,0,0
728,2010,6,21,6/21/2010,15:25:00,3,IA,19,12,0,0,0,0,0,40.73,-91.8,40.7301,-91.7988,0.06,25,1,1,1,177,0,0,0
729,2010,6,21,6/21/2010,15:30:00,3,MN,27,54,0,0,0,0,0,48.36,-96.42,48.3589,-96.3703,2.29,50,1,1,1,89,0,0,0
730,2010,6,21,6/21/2010,15:58:00,3,IL,17,32,0,0,0,0,0,40.5511,-88.2619,40.5513,-88.2582,0.2,20,1,1,1,53,0,0,0
731,2010,6,21,6/21/2010,16:00:00,3,MT,30,5,0,0,0,0,0,47.9644,-107.317,47.9644,-107.317,0.1,1,1,1,1,105,0,0,0
732,2010,6,21,6/21/2010,16:21:00,3,IA,19,13,0,0,0,0,0,40.69,-91.3516,40.69,-91.35,0.08,25,1,1,1,111,0,0,0
733,2010,6,21,6/21/2010,16:54:00,3,CO,8,58,0,0,0,0,0,40.28,-103.83,40.28,-103.83,0.1,50,1,1,1,87,0,0,0
734,2010,6,21,6/21/2010,17:00:00,3,MN,27,55,0,0,0,0,0,47.95,-95.02,47.95,-95.02,0.1,25,1,1,1,7,0,0,0
735,2010,6,21,6/21/2010,17:03:00,3,CO,8,59,0,0,0,0,0,40.27,-103.72,40.27,-103.72,0.1,50,1,1,1,87,0,0,0
736,2010,6,21,6/21/2010,17:22:00,3,IL,17,33,0,0,0,0,0,40.48,-87.8089,40.4803,-87.8016,0.4,50,1,1,1,183,0,0,0
737,2010,6,21,6/21/2010,17:24:00,3,IL,17,34,0,0,0,0,0,40.51,-87.89,40.5099,-87.8853,0.25,20,1,1,1,75,0,0,0
738,2010,6,21,6/21/2010,17:56:00,3,CO,8,60,0,0,0,0,0,40.22,-103.39,40.22,-103.39,0.1,50,1,1,1,121,0,0,0
739,2010,6,21,6/21/2010,18:02:00,3,IL,17,35,0,0,0,0,0,40.4023,-87.7142,40.4026,-87.7032,0.6,50,1,1,1,183,0,0,0
740,2010,6,21,6/21/2010,18:30:00,3,IL,17,36,0,0,0,0.005,0,40.33,-90.57,40.3304,-90.5582,0.62,25,1,1,1,109,0,0,0
741,2010,6,21,6/21/2010,18:39:00,3,WI,55,9,1,0,0,0.015,0,42.6335,-90.0408,42.6455,-90.0004,2.22,75,1,1,1,65,0,0,0
742,2010,6,21,6/21/2010,18:41:00,3,WI,55,10,1,0,0,0.015,0,43.1145,-89.6479,43.1155,-89.645,0.16,40,1,1,1,25,0,0,0
743,2010,6,21,6/21/2010,19:00:00,3,MT,30,6,1,0,0,0.107,0,45.21,-106.2,45.21,-106.19,1,200,1,1,1,75,0,0,0
744,2010,6,21,6/21/2010,19:10:00,3,MT,30,7,2,0,0,0.15,0,45.34,-105.55,45.35,-105.55,0.5,100,1,1,1,75,0,0,0
745,2010,6,21,6/21/2010,19:10:00,3,CO,8,61,1,0,0,0.38,0,39.9061,-102.428,39.8644,-102.211,11.84,25,1,1,1,125,0,0,0
746,2010,6,21,6/21/2010,19:15:00,3,WI,55,11,1,0,0,0.62,0.01,42.898,-88.9835,42.911,-88.9645,1.32,100,1,1,1,55,0,0,0
747,2010,6,21,6/21/2010,20:11:00,3,WI,55,12,2,15,0,20.6,0,42.8679,-88.5031,42.871,-88.4,5.22,880,1,1,1,133,0,0,0
748,2010,6,21,6/21/2010,20:36:00,3,WI,55,13,1,0,0,0.43,0,42.9102,-88.2148,42.9112,-88.0985,5.89,200,1,1,1,133,0,0,0
749,2010,6,21,6/21/2010,20:45:00,3,KS,20,72,0,0,0,0,0,39.18,-100.55,39.1862,-100.545,0.51,10,1,1,1,179,0,0,0
750,2010,6,21,6/21/2010,22:58:00,3,MI,26,10,0,0,0,0.2,0.01,42.842,-85.9818,42.8254,-85.9267,2.42,200,1,1,1,139,0,0,0
751,2010,6,22,6/22/2010,14:30:00,3,PA,42,5,0,0,0,0.01,0,40.2709,-76.5235,40.2709,-76.5235,0.11,50,1,1,1,75,0,0,0
752,2010,6,22,6/22/2010,16:42:00,3,NE,31,26,0,0,0,0,0,41.4921,-103.75,41.4921,-103.75,0.5,30,1,1,1,7,0,0,0
753,2010,6,22,6/22/2010,17:06:00,3,NE,31,27,0,0,0,0,0,41.5211,-103.75,41.5211,-103.75,0.5,30,1,1,1,7,0,0,0
754,2010,6,22,6/22/2010,17:18:00,3,NE,31,28,0,0,0,0,0,41.4891,-103.554,41.4891,-103.554,0.5,30,1,1,1,7,0,0,0
755,2010,6,22,6/22/2010,17:38:00,3,WY,56,14,0,0,0,0,0,43.9976,-104.458,43.9976,-104.458,0.01,30,1,1,1,45,0,0,0
756,2010,6,22,6/22/2010,18:20:00,3,NE,31,29,0,0,0,0,0,42.71,-102.49,42.71,-102.49,0.01,10,1,1,1,161,0,0,0
757,2010,6,22,6/22/2010,18:30:00,3,PA,42,6,1,0,0,0.1,0,41.99,-76.36,41.99,-76.34,1.03,250,1,1,1,15,0,0,0
758,2010,6,22,6/22/2010,20:12:00,3,IA,19,14,0,0,0,0,0.002,42.7036,-94.3504,42.7109,-94.3346,0.95,35,1,1,1,91,0,0,0
759,2010,6,22,6/22/2010,20:15:00,3,IA,19,15,0,0,0,0,0.005,42.4465,-94.932,42.453,-94.9203,0.75,30,1,1,1,161,0,0,0
760,2010,6,22,6/22/2010,21:25:00,3,IA,19,16,0,0,0,0,0.005,42.691,-93.9556,42.6817,-93.9183,2,50,1,1,1,197,0,0,0
761,2010,6,22,6/22/2010,22:10:00,3,IA,19,17,0,0,0,0,0,42.81,-95.81,42.82,-95.79,1.23,50,1,1,1,35,0,0,0
762,2010,6,22,6/22/2010,22:25:00,3,IA,19,18,0,0,0,0,0,42.94,-95.69,42.9405,-95.689,0.06,50,1,1,1,141,0,0,0
763,2010,6,23,6/23/2010,1:18:00,3,IA,19,19,1,0,0,0.01,0,42.8036,-92.3134,42.8041,-92.3077,0.29,35,1,1,1,17,0,0,0
764,2010,6,23,6/23/2010,2:22:00,3,WI,55,14,0,0,0,0.005,0,43.3361,-90.8286,43.3257,-90.7531,3.86,25,1,1,1,23,0,0,0
765,2010,6,23,6/23/2010,17:26:00,3,IL,17,37,1,0,0,0.1,0,41.5052,-87.7118,41.4909,-87.6691,2.42,200,1,1,1,31,0,0,0
766,2010,6,23,6/23/2010,18:59:00,3,IN,18,7,1,0,0,0.3,0.025,41.5543,-86.0496,41.523,-85.8242,11.85,50,1,1,1,39,0,0,0
767,2010,6,23,6/23/2010,19:09:00,3,IN,18,8,1,0,0,0.5,0,41.5713,-85.8311,41.5728,-85.8109,1.05,50,1,1,1,39,0,0,0
768,2010,6,23,6/23/2010,19:14:00,3,IN,18,9,1,0,0,0.3,0,41.2573,-85.8823,41.2351,-85.7949,4.79,150,1,1,1,85,0,0,0
769,2010,6,23,6/23/2010,19:15:00,3,IN,18,10,1,0,0,0.05,0,41.5238,-85.7579,41.5065,-85.6954,3.45,100,1,1,1,39,0,0,0
770,2010,6,23,6/23/2010,19:16:00,3,IN,18,11,0,0,0,0.01,0,41.6551,-85.7216,41.6555,-85.7154,0.32,25,1,1,1,39,0,0,0
771,2010,6,23,6/23/2010,19:17:00,3,IN,18,12,0,0,0,0.075,0.025,41.4561,-85.7135,41.4491,-85.679,1.85,50,1,1,1,39,0,0,0
772,2010,6,23,6/23/2010,19:50:00,3,OH,39,16,0,0,0,0,0,40.8295,-84.5966,40.8298,-84.5788,0.93,50,1,1,1,161,0,0,0
773,2010,6,23,6/23/2010,19:52:00,3,MI,26,11,0,0,0,0.075,0,42.1346,-83.7483,42.1489,-83.6787,3.7,75,1,1,1,161,0,0,0
774,2010,6,23,6/23/2010,20:06:00,3,MI,26,12,1,0,0,0.1,0,42.0467,-83.6751,42.0189,-83.4549,11.47,100,1,1,1,115,0,0,0
775,2010,6,24,6/24/2010,12:25:00,3,CT,9,1,1,3,0,0.32,0,41.181,-73.1816,41.1795,-73.1793,0.16,100,1,1,1,1,0,0,0
776,2010,6,24,6/24/2010,15:26:00,3,ND,38,32,0,0,0,0,0,48.22,-97.45,48.22,-97.3831,3,30,1,1,1,99,0,0,0
777,2010,6,25,6/25/2010,14:57:00,3,TN,47,23,0,0,0,0.025,0,35.2816,-89.0302,35.2768,-89.02,0.67,50,1,1,1,69,0,0,0
778,2010,6,25,6/25/2010,15:55:00,3,ND,38,33,1,0,0,0.2,0.05,46.7418,-100.999,46.7342,-100.967,1.64,50,1,1,1,59,0,0,0
779,2010,6,25,6/25/2010,16:35:00,3,ND,38,34,0,0,0,0,0,46.2445,-100.535,46.2394,-100.528,0.48,20,1,1,1,29,0,0,0
780,2010,6,25,6/25/2010,16:55:00,3,MN,27,56,2,0,0,0,0,44.34,-94.6602,44.3399,-94.6536,0.33,50,1,1,1,15,0,0,0
781,2010,6,25,6/25/2010,17:00:00,3,NE,31,30,0,0,0,0,0,42.14,-100.42,42.1275,-100.427,0.93,20,1,1,1,31,0,0,0
782,2010,6,25,6/25/2010,17:30:00,3,MN,27,57,2,0,0,0,0,44.2717,-94.355,44.2495,-94.273,4.34,75,1,1,1,103,0,0,0
783,2010,6,25,6/25/2010,17:55:00,3,MN,27,58,1,0,0,0,0,44.2413,-95.3601,44.2043,-95.3366,2.81,200,1,1,1,127,0,0,0
784,2010,6,25,6/25/2010,17:55:00,3,MN,27,59,2,0,0,0,0,44.1001,-94.1394,44.0896,-94.13,0.86,50,1,1,1,13,0,0,0
785,2010,6,25,6/25/2010,17:58:00,3,MN,27,60,1,0,0,0,0,44.1067,-94.2189,44.0747,-94.1455,4.26,75,1,1,1,13,0,0,0
786,2010,6,25,6/25/2010,18:05:00,3,NE,31,31,0,0,0,0,0,41.7958,-100.827,41.7856,-100.841,1,20,1,1,1,171,0,0,0
787,2010,6,25,6/25/2010,18:05:00,3,MN,27,61,2,0,0,0,0,44.0054,-94.0399,43.98,-94.0251,1.9,40,1,1,1,13,0,0,0
788,2010,6,25,6/25/2010,18:05:00,3,MN,27,62,0,0,0,0,0,44.2,-95.3,44.202,-95.296,0.24,50,1,1,1,33,0,0,0
789,2010,6,25,6/25/2010,18:09:00,3,MN,27,63,0,0,0,0,0,44.0941,-94.0256,44.0918,-94.0197,0.33,50,1,1,1,13,0,0,0
790,2010,6,25,6/25/2010,19:10:00,3,MN,27,64,0,0,0,0,0,43.8808,-94.5693,43.8671,-94.5693,0.95,10,1,1,1,165,0,0,0
791,2010,6,25,6/25/2010,19:19:00,3,MN,27,65,0,0,0,0,0,43.8101,-93.4911,43.7979,-93.4859,0.89,30,1,1,1,47,0,0,0
792,2010,6,25,6/25/2010,19:38:00,3,MN,27,66,0,0,0,0,0,43.625,-94.4493,43.6197,-94.4455,0.42,30,1,1,1,91,0,0,0
793,2010,6,25,6/25/2010,20:53:00,3,IA,19,20,4,13,0,3.5,0,43.44,-95.951,43.377,-95.696,13.65,800,1,1,1,119,143,0,0
794,2010,6,25,6/25/2010,20:55:00,3,IA,19,21,1,0,0,0.02,0,43.425,-95.897,43.414,-95.878,1.22,100,1,1,1,119,0,0,0
795,2010,6,25,6/25/2010,21:45:00,3,IA,19,22,0,0,0,0,0,43.28,-95.75,43.278,-95.748,0.17,50,1,1,1,143,0,0,0
796,2010,6,25,6/25/2010,21:53:00,3,IA,19,23,0,0,0,0,0,43.14,-95.9,43.138,-95.897,0.2,50,1,1,1,167,0,0,0
797,2010,6,25,6/25/2010,22:05:00,3,IA,19,24,0,0,0,0,0,43.09,-95.85,43.084,-95.842,0.58,200,1,1,1,141,0,0,0
798,2010,6,25,6/25/2010,22:42:00,3,IA,19,25,1,0,0,0.02,0,42.97,-95.78,42.94,-95.73,3.27,100,1,1,1,141,0,0,0
799,2010,6,26,6/26/2010,15:21:00,3,ND,38,35,1,0,0,0,0,48.43,-97.42,48.42,-97.291,6,200,1,1,1,99,0,0,0
800,2010,6,26,6/26/2010,16:27:00,3,SD,46,24,0,0,0,0,0,43.42,-97.54,43.42,-97.539,0.05,50,1,1,1,67,0,0,0
801,2010,6,26,6/26/2010,16:47:00,3,MN,27,67,1,0,0,0,0,48.23,-96.72,48.23,-96.6635,3,100,1,1,1,89,0,0,0
802,2010,6,26,6/26/2010,17:02:00,3,SD,46,25,0,0,0,0,0,44.17,-97.73,44.17,-97.725,0.25,50,1,1,1,97,0,0,0
803,2010,6,26,6/26/2010,19:12:00,3,IA,19,26,0,0,0,0,0,43.43,-95.54,43.43,-95.538,0.1,50,1,1,1,143,0,0,0
804,2010,6,26,6/26/2010,19:15:00,3,IA,19,27,0,0,0,0,0,43.31,-95.79,43.31,-95.787,0.15,50,1,1,1,143,0,0,0
805,2010,6,26,6/26/2010,19:45:00,3,MN,27,68,0,0,0,0,0,47.92,-96.79,47.8958,-96.62,8.05,50,1,1,1,119,0,0,0
806,2010,6,26,6/26/2010,20:11:00,3,MN,27,69,0,0,0,0,0,44.4886,-93.6973,44.4901,-93.6908,0.34,25,1,1,1,79,0,0,0
807,2010,6,26,6/26/2010,20:20:00,3,MN,27,70,0,0,0,0,0,44.5256,-93.5761,44.5362,-93.553,1.36,50,1,1,1,79,0,0,0
808,2010,6,26,6/26/2010,20:24:00,3,MN,27,71,0,0,0,0,0,43.6873,-94.1618,43.689,-94.1075,2.71,30,1,1,1,43,0,0,0
809,2010,6,26,6/26/2010,20:35:00,3,MN,27,72,0,0,0,0,0,44.5798,-93.4351,44.5852,-93.398,1.86,50,1,1,1,139,0,0,0
810,2010,6,26,6/26/2010,20:38:00,3,MN,27,73,0,0,0,0,0,43.7339,-93.9292,43.7348,-93.9187,0.53,30,1,1,1,43,0,0,0
811,2010,6,26,6/26/2010,20:47:00,3,MN,27,74,0,0,0,0,0,43.7466,-93.7523,43.7477,-93.7369,0.77,50,1,1,1,43,0,0,0
812,2010,6,27,6/27/2010,11:08:00,3,MI,26,13,0,0,0,0.1,0,42.3461,-85.8889,42.3514,-85.8773,0.7,50,1,1,1,159,0,0,0
813,2010,6,27,6/27/2010,12:20:00,3,WI,55,15,1,1,0,0.075,0,42.7031,-87.9153,42.688,-87.8272,4.6,100,1,1,1,101,0,0,0
814,2010,6,27,6/27/2010,12:31:00,3,MI,26,14,1,0,0,0.5,0,42.1155,-83.4135,42.123,-83.3892,1.35,200,1,1,1,163,0,0,0
815,2010,6,27,6/27/2010,16:54:00,3,OH,39,17,1,0,0,0.3,0,41.9522,-80.5974,41.9577,-80.5538,2.27,100,1,1,1,7,0,0,0
816,2010,6,27,6/27/2010,17:06:00,3,MI,26,15,1,4,1,0.7,0,42.9943,-82.6119,42.9945,-82.5544,2.91,250,1,1,1,147,0,0,0
817,2010,6,27,6/27/2010,17:36:00,3,PA,42,7,0,0,0,0.12,0,42.1263,-80.1456,42.1285,-80.1461,0.16,75,1,1,1,49,0,0,0
818,2010,6,27,6/27/2010,18:32:00,3,MI,26,16,0,0,0,0.075,0,43.3205,-83.0706,43.3206,-83.0613,0.47,50,1,1,1,151,0,0,0
819,2010,6,27,6/27/2010,20:05:00,3,IL,17,38,0,0,0,0.002,0,38.2869,-88.8557,38.2874,-88.8507,0.27,50,1,1,1,81,0,0,0
820,2010,6,27,6/27/2010,21:05:00,3,NY,36,1,1,0,0,0.075,0,42.0044,-77.8375,42.0214,-77.6972,7.44,250,1,1,1,3,101,0,0
821,2010,6,28,6/28/2010,12:11:00,3,TX,48,76,0,0,0,0,0,29.3837,-96.1788,29.3837,-96.1788,0.25,25,1,1,1,481,0,0,0
822,2010,6,28,6/28/2010,13:38:00,3,NY,36,2,0,0,0,0,0,43.0389,-75.0004,43.0325,-74.9833,0.97,50,1,1,1,43,0,0,0
823,2010,6,28,6/28/2010,18:25:00,3,NY,36,3,0,0,0,0.05,0,43.3483,-76.2328,43.3473,-76.1974,1.78,150,1,1,1,75,0,0,0
824,2010,6,30,6/30/2010,1:05:00,3,TX,48,77,0,0,0,0,0.005,28.83,-95.8209,28.83,-95.8209,0.01,5,1,1,1,321,0,0,0
825,2010,6,30,6/30/2010,9:10:00,3,TX,48,78,0,0,0,0.004,0,26.0759,-97.2105,26.0754,-97.2112,0.05,20,1,1,1,61,0,0,0
826,2010,6,30,6/30/2010,9:35:00,3,TX,48,79,0,0,0,0.01,0,25.977,-97.5904,25.9719,-97.5928,0.38,40,1,1,1,61,0,0,0
827,2010,6,30,6/30/2010,10:46:00,3,TX,48,80,0,0,0,0,0,28.3285,-97.0204,28.3207,-97.1363,7.07,30,1,1,1,391,0,0,0
828,2010,6,30,6/30/2010,11:16:00,3,TX,48,81,0,0,0,0,0,26.5524,-97.78,26.544,-97.7883,0.77,20,1,1,1,489,0,0,0
829,2010,6,30,6/30/2010,13:30:00,3,TX,48,82,0,0,0,0,0,27.8278,-97.796,27.8278,-97.7982,0.14,30,1,1,1,355,0,0,0
830,2010,6,30,6/30/2010,14:10:00,3,TX,48,83,0,0,0,0,0,28.1654,-97.203,28.1654,-97.2052,0.13,30,1,1,1,391,0,0,0
831,2010,6,30,6/30/2010,20:41:00,3,TX,48,84,0,0,0,0,0,28.1384,-96.9792,28.1344,-96.987,0.55,30,1,1,1,7,0,0,0
832,2010,7,1,7/1/2010,8:20:00,3,TX,48,85,0,0,0,0.005,0,28.0003,-97.0694,28.0003,-97.0698,0.03,25,1,1,1,7,0,0,0
833,2010,7,1,7/1/2010,17:10:00,3,TX,48,86,0,0,0,0,0,27.6286,-98.0484,27.6286,-98.0496,0.07,25,1,1,1,273,0,0,0
834,2010,7,2,7/2/2010,15:45:00,3,MT,30,8,2,0,0,32.5,0,46.1819,-110.444,46.1986,-110.408,2.09,150,1,1,1,67,0,0,0
835,2010,7,2,7/2/2010,16:09:00,3,TX,48,87,1,0,0,1.5,0,27.2929,-98.6688,27.3178,-98.6818,1.9,100,1,1,1,247,0,0,0
836,2010,7,3,7/3/2010,16:40:00,3,NE,31,32,0,0,0,0,0,42.65,-102.41,42.65,-102.41,0.1,25,1,1,1,161,0,0,0
837,2010,7,3,7/3/2010,16:45:00,3,OK,40,98,0,0,0,0,0,35.537,-98.406,35.537,-98.406,0.1,25,1,1,1,15,0,0,0
838,2010,7,4,7/4/2010,3:46:00,3,KS,20,73,0,0,0,0.025,0,39.2866,-95.7404,39.3063,-95.7112,2.07,75,1,1,1,85,0,0,0
839,2010,7,4,7/4/2010,14:06:00,3,WY,56,15,0,0,0,0,0,41.75,-104.733,41.75,-104.733,1,25,1,1,1,31,0,0,0
840,2010,7,4,7/4/2010,14:24:00,3,WY,56,16,0,0,0,0,0,41.6273,-105.065,41.6273,-105.065,0.25,25,1,1,1,21,0,0,0
841,2010,7,4,7/4/2010,15:38:00,3,WY,56,17,0,0,0,0,0,41.13,-104.689,41.13,-104.689,0.25,20,1,1,1,21,0,0,0
842,2010,7,4,7/4/2010,17:09:00,3,NE,31,33,0,0,0,0,0,41.3313,-103.9,41.3313,-103.9,0.5,50,1,1,1,105,0,0,0
843,2010,7,4,7/4/2010,18:05:00,3,KS,20,74,0,0,0,0.001,0,38.877,-95.567,38.8774,-95.5664,0.04,25,1,1,1,177,0,0,0
844,2010,7,4,7/4/2010,18:25:00,3,NE,31,34,0,0,0,0,0,41.1379,-104.022,41.1379,-104.022,0.5,30,1,1,1,105,0,0,0
845,2010,7,4,7/4/2010,21:15:00,3,CO,8,62,1,0,0,0.025,0.01,38.77,-103.48,38.77,-103.48,0.1,100,1,1,1,73,0,0,0
846,2010,7,6,7/6/2010,8:44:00,3,LA,22,11,0,0,0,0.01,0,30.0156,-90.077,30.0156,-90.077,0.1,25,1,1,1,71,0,0,0
847,2010,7,6,7/6/2010,15:21:00,3,SD,46,26,0,0,0,0,0,43.69,-99.23,43.69,-99.225,0.25,50,1,1,1,15,0,0,0
848,2010,7,6,7/6/2010,16:48:00,3,SD,46,27,0,0,0,0,0,43.56,-98.92,43.56,-98.93,0.5,50,1,1,1,15,0,0,0
849,2010,7,6,7/6/2010,17:06:00,3,NE,31,35,0,0,0,0,0,41.1,-103.31,41.1,-103.31,0.5,25,1,1,1,33,0,0,0
850,2010,7,6,7/6/2010,17:28:00,3,SD,46,28,0,0,0,0,0,43.5,-98.84,43.5,-98.82,1,50,1,1,1,15,0,0,0
851,2010,7,6,7/6/2010,18:00:00,3,SD,46,29,0,0,0,0,0,43.49,-98.7,43.49,-98.68,1,100,1,1,1,43,0,0,0
852,2010,7,6,7/6/2010,18:25:00,3,SD,46,30,0,0,0,0,0,43.45,-98.48,43.43,-98.47,1.47,100,1,1,1,43,0,0,0
853,2010,7,7,7/7/2010,17:27:00,3,WI,55,16,1,0,0,0.1,0.001,43.5201,-89.1437,43.5373,-89.0627,4.23,125,1,1,1,21,0,0,0
854,2010,7,7,7/7/2010,17:55:00,3,KS,20,75,0,0,0,0,0,38.8347,-95.6171,38.8347,-95.6171,0.01,10,1,1,1,139,0,0,0
